#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
3999,Jose Bello,SFG,1,1,2,0,0,0,0,0,3,1,0,2,1,8.06,5.56,1.45,1.89,0.28,2.16,0.303,79.40%,5.59,6.17,999
4000,Deretd Parra,CLE,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.55,4.6,1.21,1.35,0.274,1.58,0.293,65.50%,5.64,5.57,999
4001,Jose Chavez,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.4,6.07,1.22,1.52,0.25,1.71,0.276,71.40%,5.42,5.92,999
4002,Yarison Ruiz,NYY,0,1,1,0,0,0,0,0,1,1,0,1,1,7.51,7.43,1.01,1.95,0.27,2.09,0.288,73.90%,6.33,7,999
4003,Mason Ronan,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.52,7.32,1.03,1.53,0.26,1.92,0.288,71.60%,5.9,6.35,999
4004,Luke Williams,ATL,0,1,1.1,0,0,0,0,0,2,1,0,1,0,5.06,2.86,1.77,1.88,0.296,1.58,0.302,64.60%,6.15,5.84,999
4005,Case Williams,COL,1,1,4.2,0,0,0,0,0,6,3,1,2,2,4.13,4.21,0.98,1.63,0.305,1.72,0.309,62.50%,6.61,6.16,999
4006,Jake Bockenstedt,CHW,1,1,4,0,0,0,0,0,4,3,1,2,2,4.96,4.97,1,1.54,0.281,1.64,0.291,63.00%,6.25,6.11,999
4007,Benjamin Dum,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,5.82,4.32,1.35,1.7,0.267,1.58,0.277,67.50%,5.69,5.92,999
4008,John Creel,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.46,5.96,1.25,1.36,0.236,1.6,0.263,71.80%,4.97,5.64,999
4009,Hamlet Marte,,0,1,1,0,0,0,0,0,2,1,0,1,1,10.44,6.23,1.68,2.45,0.26,2.31,0.281,86.40%,5.3,6.69,999
4010,Marcos Tineo,ARI,1,1,2.2,0,0,0,0,0,3,2,0,2,2,5.92,5.7,1.04,1.36,0.278,1.77,0.301,67.40%,5.92,5.89,999
4011,Sergio Sanchez,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.43,6.21,1.04,1.44,0.277,1.75,0.305,64.20%,6.35,6.06,999
4012,Grant Judkins,ATH,1,1,3.2,0,0,0,0,0,4,2,1,2,2,5.05,4.05,1.25,1.54,0.272,1.47,0.281,62.10%,5.82,5.76,999
4013,Max Bain,,1,1,2.2,0,0,0,0,0,3,2,0,2,2,6.42,6.16,1.04,1.39,0.262,1.71,0.286,67.30%,5.79,5.97,999
4014,Carson Carter,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,6.57,5.44,1.21,1.39,0.263,1.69,0.288,69.50%,5.48,5.7,999
4015,Oscar Silverio,,0,1,0.2,0,0,0,0,0,1,0,0,1,1,9.06,7.55,1.2,2.67,0.266,2.46,0.277,84.70%,6.01,7.78,999
4016,Alexander Beltre,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,5.18,5.03,1.03,1.5,0.292,1.77,0.307,65.60%,6.27,6.03,999
4017,Mason Miller,KCR,1,1,2,0,0,0,0,0,3,1,0,1,1,4.91,5.64,0.87,1.54,0.295,1.9,0.306,67.40%,6.44,6.36,999
4018,Yan Contreras,,0,1,1,0,0,0,0,0,2,1,0,1,1,10.71,6.66,1.61,2.47,0.264,2.37,0.288,85.70%,5.5,6.81,999
4019,Yadiel Batista,STL,1,1,4.1,0,0,0,0,0,5,3,1,2,2,4.34,4.08,1.06,1.4,0.293,1.56,0.302,60.10%,6.2,5.73,999
4020,Conor Dryer,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.55,3.99,1.39,1.36,0.279,1.49,0.3,62.10%,5.73,5.38,999
4021,Jimmy Kingsbury,SEA,0,1,2,0,0,0,0,0,2,1,0,1,1,5.74,4.06,1.42,1.28,0.257,1.44,0.277,66.60%,5.05,5.23,999
4022,Brooks Gosswein,,1,1,3.2,0,0,0,0,0,4,3,1,2,2,4.28,5.76,0.74,1.25,0.288,1.77,0.3,64.00%,6.27,6.12,999
4023,Josue Carmona,,0,1,1,0,0,0,0,0,1,1,0,1,1,6.17,6.24,0.99,1.86,0.285,1.96,0.299,69.40%,6.6,6.76,999
4024,Erian Rodriguez,CHC,1,1,3.1,0,0,0,0,0,3,2,0,2,2,4.87,5.12,0.95,1.32,0.273,1.6,0.287,63.40%,5.9,5.85,999
4025,Julian Bosnic,PIT,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.21,6.28,0.99,1.13,0.264,1.67,0.294,65.60%,5.69,5.69,999
4026,Dencer Geraldo,,0,1,0.2,0,0,0,0,0,1,0,0,1,1,8.22,8.59,0.96,2.32,0.273,2.58,0.286,82.70%,6.15,7.81,999
4027,Mick Abel,PHI,0,18,18,1,1,0,0,1,17,9,2,16,10,7.96,4.94,1.61,1.15,0.243,1.48,0.285,70.40%,4.65,4.86,999
4028,Nick Pogue,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,4.95,4.03,1.23,1.61,0.28,1.58,0.288,64.70%,5.92,5.88,999
4029,Aldo Ramirez,,0,1,1,0,0,0,0,0,1,1,0,1,1,4.67,5.06,0.92,1.59,0.297,1.8,0.305,64.90%,6.52,6.28,999
4030,Gabriel Cotto,,1,1,4,0,0,0,0,0,4,3,1,2,2,4.14,4.83,0.86,1.39,0.285,1.62,0.291,62.00%,6.19,6.02,999
4031,Kevin Garcia,,0,1,0.2,0,0,0,0,0,1,1,0,0,1,6.06,8.58,0.71,2.02,0.313,2.65,0.326,75.60%,7.3,7.85,999
4032,Henson Leal,KCR,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.66,4.64,1.22,1.45,0.276,1.59,0.295,64.30%,5.87,5.71,999
4033,Anthony Bello,,1,1,2,0,0,0,0,0,2,2,0,1,1,4.92,5.15,0.96,1.58,0.287,1.67,0.297,61.80%,6.53,6.24,999
4034,Zach Veen,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,4.56,4.04,1.13,1.56,0.285,1.54,0.291,61.10%,6.15,5.89,999
4035,Jose Linares,,0,1,1,0,0,0,0,0,1,1,0,1,1,5.21,5.16,1.01,1.52,0.29,1.74,0.305,64.10%,6.38,6.09,999
4036,Junior William,TBR,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.79,6.17,1.1,1.28,0.262,1.69,0.293,67.00%,5.69,5.74,999
4037,Justin Wrobleski,LAD,0,40,40,2,2,0,0,1,37,20,6,34,15,7.67,3.44,2.23,1.28,0.243,1.32,0.277,70.00%,4.4,4.6,740.3
4038,Luis Romero,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.39,4.61,1.17,1.17,0.273,1.66,0.293,69.20%,5.25,5.35,999
4039,Sem Robberse,STL,0,20,20,1,1,0,0,1,21,10,3,14,7,6.15,3.16,1.95,1.13,0.265,1.38,0.293,67.30%,4.71,4.62,999
4040,Bryan Pope,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.44,4.16,1.31,1.36,0.265,1.57,0.279,69.20%,5.18,5.46,999
4041,Casey Cobb,,0,1,2,0,0,0,0,0,2,1,0,1,1,5.39,3.84,1.4,1.48,0.282,1.54,0.297,64.30%,5.76,5.54,999
4042,Hunter Strickland,TEX,0,21,21,1,1,0,0,1,19,10,3,19,9,8.06,3.95,2.04,1.35,0.234,1.35,0.267,71.50%,4.4,4.79,999
4043,Michael Dominguez,TOR,1,1,4.1,0,0,0,0,0,4,3,1,3,3,5.83,5.36,1.09,1.44,0.255,1.52,0.272,63.70%,5.74,5.9,999
4044,Nate Tellier,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.86,6.36,1.08,1.43,0.264,1.75,0.291,67.70%,5.88,6.01,999
4045,Jack White,SEA,0,1,2,0,0,0,0,0,2,1,0,1,1,7.3,5.89,1.24,1.09,0.249,1.61,0.287,69.60%,5,5.26,999
4046,Marco Soto,,0,1,1,0,0,0,0,0,1,1,0,1,1,6.43,5.45,1.18,2.02,0.285,1.98,0.296,73.30%,6.26,6.66,999
4047,Sam Knowlton,ARI,0,1,1,0,0,0,0,0,1,1,0,1,1,6.6,7.1,0.93,1.2,0.273,1.92,0.304,69.80%,5.86,6,999
4048,Andy Rodriguez,TEX,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.16,4.33,1.19,1.49,0.274,1.48,0.286,60.60%,5.97,5.76,999
4049,Pedro Almanzar,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.54,6.4,1.18,1.6,0.275,1.96,0.304,72.40%,5.94,6.14,999
4050,Eiberson Castellano,MIN,0,36,36,2,2,0,0,1,36,18,5,32,15,7.97,3.79,2.1,1.19,0.253,1.41,0.296,69.90%,4.57,4.53,999
4051,Camilo Hernandez,ATH,0,1,1.2,0,0,0,0,0,2,1,0,1,1,4.71,4.33,1.09,1.17,0.28,1.57,0.297,64.30%,5.57,5.4,999
4052,Luis Ramirez,MIA,0,1,1,0,0,0,0,0,1,1,0,1,1,5.41,5.93,0.91,1.54,0.291,1.9,0.306,67.70%,6.4,6.35,999
4053,Eric Mendez,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,5.41,4.92,1.1,1.45,0.261,1.56,0.274,65.90%,5.6,5.86,999
4054,Tyson Hardin,MIL,0,1,1.2,0,0,0,0,0,2,1,0,1,1,7.82,4.96,1.58,1.76,0.258,1.76,0.28,75.90%,5.21,5.8,999
4055,Tucker Barnhart,TEX,0,1,1,0,0,0,0,0,2,1,0,1,0,5.61,2.99,1.88,2.5,0.299,1.89,0.297,74.70%,6.32,6.69,999
4056,Felix Cepeda,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.77,5.59,1.03,1.31,0.277,1.71,0.3,65.80%,5.91,5.81,999
4057,Ryan Hawks,SEA,1,1,4.2,0,0,0,0,0,5,3,1,2,2,4.2,3.52,1.19,1.43,0.278,1.51,0.282,64.50%,5.58,5.61,999
4058,Brandon Bielak,ARI,0,12,12,0,0,0,0,1,14,7,2,8,5,6.12,3.53,1.73,1.14,0.277,1.52,0.307,67.70%,5.03,4.77,999
4059,Alan Mundo,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.15,5.99,1.19,1.47,0.253,1.7,0.278,70.60%,5.45,5.88,999
4060,Jacob Misiorowski,MIL,0,34,34,2,2,0,0,1,27,15,4,38,22,9.98,5.76,1.73,1.06,0.214,1.44,0.272,74.00%,4.08,4.57,999
4061,Luke Maile,KCR,0,1,1,0,0,0,0,0,2,1,0,1,0,5.69,3.36,1.69,2.35,0.31,2.05,0.313,75.30%,6.43,6.59,999
4062,Colby Langford,HOU,1,1,2.2,0,0,0,0,0,2,2,0,2,2,7.43,6.95,1.07,1.45,0.247,1.7,0.277,67.60%,5.8,6.11,999
4063,Baltazar Arredondo,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.58,6.84,1.11,1.67,0.273,2.04,0.3,73.90%,5.96,6.37,999
4064,Zack Thompson,STL,0,32,32,2,2,0,0,1,30,16,4,29,15,8.06,4.32,1.87,1.05,0.248,1.42,0.296,69.60%,4.48,4.48,999
4065,Jackson Kowar,SEA,0,35,35,2,2,0,0,1,32,16,4,33,17,8.59,4.31,1.99,1.03,0.236,1.39,0.285,72.50%,4.1,4.33,999
4066,Anderson Comás,,0,1,2,0,0,0,0,0,2,1,0,1,1,4.36,4.22,1.03,1.33,0.28,1.51,0.29,61.20%,5.89,5.68,999
4067,Pedro Reyes,PHI,1,1,4,0,0,0,0,0,5,3,1,2,2,3.45,3.66,0.94,1.58,0.294,1.54,0.291,59.10%,6.38,6.05,999
4068,Quinn Brodey,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.17,6.24,1.15,1.53,0.258,1.83,0.282,73.00%,5.49,6.05,999
4069,Osiris Santana,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,4.23,4.51,0.94,1.44,0.308,1.75,0.318,62.50%,6.55,5.97,999
4070,Luke Boyd,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,4.82,4.73,1.02,1.57,0.278,1.64,0.285,65.00%,6.05,6.1,999
4071,Starlyn Castillo,,1,1,3.1,0,0,0,0,0,4,2,1,2,2,4.9,5.39,0.91,1.46,0.281,1.75,0.292,66.20%,6.11,6.16,999
4072,Anthony Garcia,ATL,1,1,2,0,0,0,0,0,2,1,0,1,1,4.48,5.02,0.89,1.53,0.289,1.74,0.296,65.00%,6.3,6.21,999
4073,Moises Diaz,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,3.4,3.54,0.96,1.41,0.292,1.47,0.292,57.70%,6.17,5.76,999
4074,Dawry Segura,LAA,1,1,2.2,0,0,0,0,0,3,2,1,1,1,4.3,4.03,1.07,1.88,0.283,1.58,0.279,62.20%,6.42,6.42,999
4075,Frander Veras,CHW,0,1,1.1,0,0,0,0,0,1,1,0,1,1,4.97,6.29,0.79,1.42,0.28,1.83,0.293,66.30%,6.29,6.38,999
4076,Garrett Edwards,TBR,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.61,3.97,1.66,1.63,0.264,1.49,0.284,66.90%,5.47,5.52,999
4077,Jack Aldrich,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.41,4.35,1.25,1.34,0.277,1.62,0.295,67.20%,5.52,5.5,999
4078,Rolando Gutierrez,,1,1,3,0,0,0,0,0,3,2,0,2,2,4.94,4.9,1.01,1.44,0.288,1.68,0.302,63.90%,6.18,5.93,999
4079,Bryan Bautista,BAL,1,1,3.1,0,0,0,0,0,3,2,1,2,2,5.02,4.44,1.13,1.59,0.281,1.53,0.291,59.30%,6.32,5.97,999
4080,Ramses Malave,,0,1,1,0,0,0,0,0,2,1,0,1,1,9.5,6.23,1.53,2.1,0.271,2.29,0.296,83.00%,5.44,6.39,999
4081,Robert Wegielnik,CLE,0,1,1,0,0,0,0,0,1,1,0,1,1,5.73,5.97,0.96,1.54,0.282,1.96,0.297,71.80%,5.97,6.3,999
4082,Josh Wolf,SFG,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.96,6.58,1.06,0.98,0.262,1.75,0.303,69.10%,5.33,5.41,999
4083,Moises Rodriguez,DET,0,1,1.1,0,0,0,0,0,2,1,0,1,1,6.3,5.68,1.11,1.42,0.267,1.73,0.289,68.90%,5.69,5.89,999
4084,Luis Vicioso,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.34,6.61,1.11,1.73,0.278,2.04,0.302,73.40%,6.09,6.43,999
4085,Brayan De Paula,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,7.53,6.97,1.08,1.02,0.252,1.77,0.294,70.90%,5.17,5.48,999
4086,Gregori Montano,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.12,6.86,1.04,1.4,0.26,1.83,0.288,70.20%,5.75,6.09,999
4087,Jackson Leath,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,4.73,4.94,0.96,1.62,0.289,1.62,0.297,59.10%,6.71,6.26,999
4088,Keegan Collett,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.92,7.03,1.13,1.38,0.25,1.76,0.286,69.50%,5.64,5.93,999
4089,Yunior Tur,ATH,1,1,3,0,0,0,0,0,3,2,1,2,2,5.54,4.72,1.18,1.54,0.269,1.59,0.282,65.90%,5.76,5.89,999
4090,Trayson Kubo,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,7.21,6.21,1.16,1.42,0.266,1.81,0.296,70.30%,5.7,5.88,999
4091,Thomas Farr,CIN,1,1,4.2,0,0,0,0,0,5,3,1,2,2,3.56,3.96,0.9,1.67,0.295,1.59,0.29,60.00%,6.53,6.25,999
4092,Tanner Dodson,ATH,0,9,9,0,0,0,0,1,9,5,1,7,5,6.66,5.47,1.22,0.84,0.259,1.62,0.299,69.40%,4.82,4.9,999
4093,Ettore Giulianelli,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,8.28,8.37,0.99,1.14,0.248,1.86,0.297,69.30%,5.72,5.96,999
4094,Jordan Jackson,SEA,1,1,3.2,0,0,0,0,0,4,2,1,2,2,5.09,4.35,1.17,1.45,0.275,1.64,0.287,67.90%,5.59,5.74,999
4095,Eliezer Rodriguez,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.15,5.33,1.15,1.42,0.277,1.81,0.299,70.60%,5.67,5.8,999
4096,Andrew Vail,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.91,6.83,1.16,1.73,0.261,1.97,0.285,74.90%,5.73,6.39,999
4097,Jose Gomez,,0,1,2,0,0,0,0,0,2,1,0,2,1,7.15,5.1,1.4,1.44,0.244,1.53,0.268,70.40%,5.04,5.52,999
4098,Fernando Caldera,HOU,0,1,1,0,0,0,0,0,2,1,0,1,1,10.26,6.52,1.57,2.34,0.264,2.36,0.287,85.60%,5.37,6.67,999
4099,Pier-Olivier Boucher,,0,1,2,0,0,0,0,0,2,1,0,1,1,6.55,3.75,1.75,1.58,0.268,1.5,0.289,67.20%,5.41,5.39,999
4100,Ben Hernandez,KCR,1,1,3,0,0,0,0,0,4,2,0,1,2,2.99,4.74,0.63,1.26,0.303,1.72,0.304,61.50%,6.45,6.06,999
4101,Accimias Morales,LAD,0,1,2,0,0,0,0,0,2,1,0,1,1,6.2,4.58,1.35,1.49,0.265,1.56,0.285,66.60%,5.55,5.62,999
4102,Jack Parisi,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,6.69,5.61,1.19,1.4,0.255,1.72,0.277,72.30%,5.21,5.75,999
4103,Jose Trevino,CIN,0,1,1,0,0,0,0,0,2,1,0,1,0,7.76,4.43,1.75,2.78,0.291,2.22,0.298,81.90%,6.23,7.13,612.6
4104,Jakob Brustoski,,0,1,1,0,0,0,0,0,1,1,0,1,1,10.95,9.89,1.11,1.58,0.231,2.15,0.276,78.20%,5.45,6.55,999
4105,Miguel Fulgencio,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,4.59,5.79,0.79,1.4,0.291,1.88,0.301,67.40%,6.26,6.28,999
4106,Kevin Dowdell,WSN,0,1,1,0,0,0,0,0,1,1,0,0,1,4.77,6.92,0.69,1.64,0.299,2.1,0.308,68.50%,6.9,6.98,999
4107,Carlos De Los Santos,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.87,8.17,0.96,1.48,0.258,2.05,0.289,73.80%,5.83,6.49,999
4108,Chris Clark,LAA,1,1,4.2,0,0,0,0,0,5,3,1,3,3,5.51,5.04,1.09,1.56,0.272,1.62,0.286,64.50%,6.02,6.03,999
4109,Mack Anglin,KCR,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.57,5.43,1.02,1.27,0.277,1.63,0.301,62.80%,6.02,5.74,999
4110,Marco Jimenez,DET,0,1,2,0,0,0,0,0,2,1,0,1,1,5.69,4.97,1.15,1.16,0.27,1.56,0.295,64.60%,5.51,5.39,999
4111,Eliecer Romero,,0,1,1,0,0,0,0,0,1,1,0,1,1,4.75,5.75,0.83,1.62,0.285,1.76,0.291,63.20%,6.63,6.53,999
4112,Jake Brentz,,0,1,1,0,0,0,0,0,1,1,0,1,1,8.69,10.75,0.81,1.32,0.265,2.46,0.305,76.30%,6.09,6.98,999
4113,Alexis Liebano,ARI,0,1,1.1,0,0,0,0,0,2,1,0,1,1,6.71,5.78,1.16,1.35,0.264,1.7,0.292,68.40%,5.61,5.73,999
4114,Jacob Webb,TEX,0,61,61,3,3,0,0,12,53,28,8,60,28,8.82,4.19,2.1,1.18,0.231,1.34,0.278,71.80%,4.2,4.46,745
4115,Ronny Robles,,0,1,0.2,0,0,0,0,0,1,1,0,1,1,7.2,8.55,0.84,2.27,0.288,2.64,0.299,80.60%,6.57,7.95,999
4116,Bryan Rivera,MIL,1,1,4,0,0,0,0,0,4,3,1,3,2,5.86,5.31,1.1,1.48,0.262,1.61,0.278,66.40%,5.72,5.94,999
4117,Braxton Hyde,COL,0,1,1.2,0,0,0,0,0,2,1,0,1,1,4.15,4.73,0.88,1.32,0.303,1.66,0.315,59.00%,6.59,5.88,999
4118,Anyelo Ovando,SEA,0,1,1.2,0,0,0,0,0,2,1,0,1,1,7.73,6.25,1.24,1.25,0.238,1.63,0.272,71.30%,4.99,5.52,999
4119,Michael Vilchez,LAD,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.71,5.39,1.24,1.79,0.266,1.62,0.284,64.10%,6.28,6.23,999
4120,Logan Hofmann,,1,1,2,0,0,0,0,0,3,1,0,1,1,4.78,5.9,0.81,1.51,0.286,1.88,0.295,67.90%,6.29,6.44,999
4121,Elijah Pleasants,SFG,1,1,2.2,0,0,0,0,0,3,2,0,1,2,4.34,5.54,0.78,1.14,0.283,1.66,0.298,62.20%,6.09,5.85,999
4122,Dalton Fowler,TBR,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.77,6.34,1.07,1.34,0.266,1.76,0.296,67.80%,5.82,5.88,999
4123,Omar Gonzalez,NYY,1,1,2.1,0,0,0,0,0,2,2,0,1,2,5.22,6.12,0.85,1.58,0.275,1.7,0.285,61.90%,6.6,6.51,999
4124,Blake Dickerson,DET,1,1,2.1,0,0,0,0,0,3,2,0,1,1,4.45,5.3,0.84,1.44,0.288,1.63,0.297,59.00%,6.62,6.19,999
4125,Luke Bartnicki,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.16,6.03,1.02,1.54,0.258,1.71,0.274,68.60%,5.79,6.21,999
4126,Wander Guante,ATH,1,1,3.2,0,0,0,0,0,4,2,1,2,2,4.81,4.64,1.04,1.37,0.276,1.59,0.287,64.40%,5.79,5.77,999
4127,Nelfri Payano,CIN,0,1,1,0,0,0,0,0,1,1,0,1,1,7.1,7.76,0.91,1.7,0.273,2.1,0.295,72.40%,6.34,6.84,999
4128,Luis Martinez-Gomez,CHC,1,1,3,0,0,0,0,0,3,2,0,2,2,5.35,5.15,1.04,1.45,0.273,1.66,0.288,66.10%,5.87,5.95,999
4129,Edgar Isea,ARI,0,1,1.2,0,0,0,0,0,1,1,0,1,1,8.29,7.63,1.09,1.08,0.247,1.78,0.297,69.50%,5.42,5.61,999
4130,Jaycob Deese,PIT,0,1,1.2,0,0,0,0,0,2,1,0,1,1,3.55,3.63,0.98,1.38,0.295,1.57,0.297,61.50%,6.06,5.73,999
4131,Christian Ciuffetelli,,0,1,1,0,0,0,0,0,1,1,0,1,1,5.06,5.07,1,1.73,0.294,1.83,0.302,66.90%,6.49,6.4,999
4132,Matt Turner,COL,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.41,5.25,1.03,1.15,0.276,1.72,0.297,68.40%,5.49,5.54,999
4133,Joan Gonzalez,SDP,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.76,5.03,1.15,1.42,0.266,1.57,0.284,64.80%,5.74,5.78,999
4134,Chris Lincoln,,0,1,1,0,0,0,0,0,1,1,0,1,1,5.54,6.56,0.84,1.57,0.274,1.9,0.286,69.50%,6.19,6.59,999
4135,Miguel Cordero,MIN,1,1,2.2,0,0,0,0,0,3,2,1,1,1,4.85,4.54,1.07,1.74,0.292,1.69,0.298,63.30%,6.52,6.27,999
4136,Matt Wallner,MIN,0,1,1,0,0,0,0,0,2,1,0,1,0,5.96,3.16,1.89,2.37,0.298,1.86,0.301,73.50%,6.28,6.48,270.5
4137,Elvis Garcia,,1,1,3.1,0,0,0,0,0,4,2,1,2,2,4.92,5.01,0.98,1.44,0.282,1.67,0.295,64.40%,6.1,5.99,999
4138,Roiber Talavera,SEA,1,1,2.1,0,0,0,0,0,3,2,0,2,1,6.42,5.61,1.14,1.6,0.267,1.72,0.286,68.30%,5.89,6.09,999
4139,Kevin Rodriguez,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,3.84,4.07,0.94,1.33,0.296,1.58,0.303,60.10%,6.22,5.74,999
4140,Gregori Louis,NYM,0,1,2,0,0,0,0,0,2,1,0,1,1,6.55,5.44,1.2,1.32,0.245,1.51,0.269,66.80%,5.25,5.59,999
4141,Logan Campbell,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,8.11,6.01,1.35,2.12,0.266,1.95,0.285,75.40%,5.99,6.62,999
4142,Santiago Ramirez,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.46,4.66,1.39,1.55,0.282,1.74,0.305,69.30%,5.79,5.69,999
4143,Luis Rujano,CHC,1,1,2.2,0,0,0,0,0,3,2,0,2,2,5.42,5.27,1.03,1.49,0.271,1.65,0.284,65.20%,5.96,6.04,999
4144,Jonh Henriquez,,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.78,5.53,1.05,1.36,0.27,1.64,0.291,64.60%,5.9,5.85,999
4145,Brock Porter,TEX,1,1,3,0,0,0,0,0,3,2,0,2,2,6.86,6.6,1.04,1.54,0.257,1.72,0.28,66.90%,6.02,6.25,999
4146,Hunter Breault,ATH,0,1,1.1,0,0,0,0,0,1,1,0,1,1,5.47,5.17,1.06,1.52,0.279,1.75,0.293,67.90%,5.94,6.04,999
4147,Elvis Novas,KCR,0,1,1.2,0,0,0,0,0,2,1,0,1,1,4.38,4.22,1.04,1.45,0.291,1.63,0.299,63.20%,6.1,5.84,999
4148,Augusto Calderon,PHI,0,1,1.2,0,0,0,0,0,2,1,0,1,1,5.58,4.41,1.27,1.4,0.275,1.56,0.294,64.80%,5.7,5.57,999
4149,Ricky Mineo,MIN,0,1,1.2,0,0,0,0,0,2,1,0,1,1,7.18,5.21,1.38,1.57,0.262,1.62,0.289,67.50%,5.7,5.74,999
4150,Kyle Farmer,COL,0,1,1.1,0,0,0,0,0,2,1,0,1,0,3.79,2.62,1.45,2.13,0.33,1.75,0.325,61.60%,7.22,6.42,660.2
4151,Dylan Nedved,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,4.61,4.81,0.96,1.52,0.278,1.62,0.284,63.70%,6.1,6.1,999
4152,Nicolas De La Cruz,BOS,0,1,1.2,0,0,0,0,0,2,1,0,1,1,6.75,6.3,1.07,1.37,0.277,1.77,0.31,65.20%,6.22,5.93,999
4153,Jefry Yan,COL,0,33,33,2,2,0,0,1,29,17,4,36,23,9.83,6.37,1.54,1.05,0.231,1.57,0.294,71.80%,4.63,4.8,999
4154,Julio Meza,,0,1,1,0,0,0,0,0,2,1,0,1,1,7.8,5.59,1.4,2.09,0.274,2.11,0.289,79.70%,5.67,6.52,999
4155,Angel Rojas,,0,1,1,0,0,0,0,0,1,1,0,1,1,7.67,6.2,1.24,2.24,0.275,2.13,0.288,78.10%,6.09,6.97,999
4156,Matthew Clayton,,0,1,1.1,0,0,0,0,0,2,1,0,1,1,6.44,4.63,1.39,1.96,0.279,1.86,0.289,74.00%,5.85,6.29,999
4157,Rodolfo Martinez,BAL,0,18,18,0,0,0,0,0,18,10,3,17,8,8.52,4.09,2.08,1.27,0.235,1.44,0.271,67.30%,4.96,4.68,999
4158,Drew Rucinski,,1,1,4,0,0,0,0,0,5,2,1,3,2,6.64,4.7,1.41,1.61,0.272,1.79,0.291,73.40%,5.44,5.76,999
4159,Yoljeldriz Diaz,,0,1,1.1,0,0,0,0,0,1,1,0,1,1,6.88,6.54,1.05,1.51,0.248,1.69,0.27,68.30%,5.73,6.18,999
4160,Roblin Heredia,,0,1,0.2,0,0,0,0,0,1,1,0,1,1,7.11,6.92,1.03,2.09,0.289,2.36,0.304,78.20%,6.33,7.14,999
4161,Ismael Agreda,TEX,1,1,3,0,0,0,0,0,3,2,1,2,2,6.07,5.92,1.02,1.57,0.275,1.78,0.293,67.20%,6.16,6.24,999
4162,Brad Case,,0,1,2,0,0,0,0,0,2,1,0,1,1,4.39,4.46,0.98,1.24,0.287,1.7,0.299,67.00%,5.7,5.63,999
