#,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
881,Carson Fulmer,PIT,1,1,2.1,0,0,0,0,0,2,1,0,2,1,7.48,4.3,1.74,1.07,0.259,1.48,0.303,68.90%,4.74,4.63,999
882,Joan Adon,WSN,1,1,3.2,0,0,0,0,0,4,2,0,3,2,6.84,4.15,1.65,1.19,0.266,1.56,0.298,70.00%,4.92,4.91,999
883,Hayden Mullins,BOS,1,1,4,0,0,0,0,0,4,2,1,3,2,7.79,4.6,1.69,1.25,0.261,1.51,0.304,67.50%,5.12,4.93,999
884,Didier Fuentes,ATL,1,1,4,0,0,0,0,0,4,2,1,3,2,7.52,3.57,2.11,1.38,0.251,1.32,0.286,65.70%,4.88,4.81,999
885,Santiago Suarez,TBR,1,1,4.2,0,0,0,0,0,5,3,1,3,1,5.67,2.72,2.09,1.31,0.268,1.29,0.29,62.40%,5.04,4.82,999
886,Chris Campos,LAD,1,1,4,0,0,0,0,0,4,2,1,3,2,7.04,3.48,2.02,1.45,0.245,1.31,0.27,67.10%,4.79,4.99,999
887,Alex Williams,MIA,1,1,3.2,0,0,0,0,0,4,2,1,3,1,6.92,3.71,1.87,1.3,0.256,1.4,0.287,67.70%,4.85,4.88,999
888,Andrew Misiaszek,CLE,0,30,30,2,1,0,0,1,26,13,3,30,13,9.15,3.95,2.32,1.04,0.226,1.31,0.278,73.90%,3.8,4.1,999
889,Tom Cosgrove,SDP,0,46,46,2,2,0,0,1,40,20,6,45,19,8.72,3.68,2.37,1.16,0.227,1.28,0.271,73.40%,3.9,4.27,999
890,Alex Cook,TBR,1,1,3.1,0,0,0,0,0,3,2,0,3,1,6.87,3.67,1.87,1.16,0.251,1.3,0.287,64.80%,4.72,4.67,999
891,Austin Cox,KCR,1,1,3,0,0,0,0,0,3,2,0,2,1,6.51,3.91,1.67,1.12,0.262,1.45,0.295,67.80%,4.83,4.78,999
892,Hayden Robinson,MIL,1,1,3,0,0,0,0,0,3,2,0,3,1,7.87,4.05,1.94,1.31,0.24,1.33,0.277,68.00%,4.66,4.8,999
893,Glenn Otto,HOU,1,1,3.1,0,0,0,0,0,3,2,0,3,2,8.67,4.53,1.92,1.33,0.235,1.45,0.275,73.10%,4.44,4.82,999
894,Nick Zwack,SFG,1,1,3.2,0,0,0,0,0,4,2,1,3,1,7,3.52,1.99,1.24,0.257,1.39,0.29,68.20%,4.72,4.71,999
895,Juan Mercedes,SFG,1,1,5,0,0,0,0,0,5,3,1,3,1,5.5,2.54,2.17,1.33,0.265,1.31,0.281,65.80%,4.83,4.85,999
896,Connor Prielipp,MIN,0,22,22,1,1,0,0,1,20,10,3,26,10,10.7,4.08,2.62,1.25,0.229,1.37,0.291,75.00%,4.03,4.11,999
897,Aldrin Batista,CHW,1,1,4.2,0,0,0,0,0,5,3,1,3,2,5.63,3.85,1.46,1.27,0.264,1.39,0.285,63.30%,5.24,5.17,999
898,Jared Karros,LAD,1,1,4.1,0,0,0,0,0,4,2,1,3,2,6.63,3.38,1.96,1.44,0.249,1.27,0.273,63.90%,4.96,5.03,999
899,Freddy Tarnok,MIA,1,1,3,0,0,0,0,0,3,1,0,3,1,8.02,4.23,1.9,1.28,0.245,1.43,0.283,70.90%,4.6,4.8,999
900,Ricky Vanasco,DET,1,1,2,0,0,0,0,0,2,1,0,2,1,8.49,4.78,1.78,1.01,0.237,1.45,0.286,72.40%,4.24,4.49,999
901,Cade Smith,NYY,1,1,4.1,0,0,0,0,0,4,2,1,4,2,7.16,4.34,1.65,1.35,0.248,1.38,0.279,65.40%,5.05,5.11,999
902,Jack Choate,SFG,1,1,4,0,0,0,0,0,4,2,1,3,2,7.09,3.75,1.89,1.21,0.255,1.4,0.289,68.20%,4.71,4.73,999
903,Marco Gonzales,,1,1,5,0,0,0,0,0,6,3,1,3,2,5.58,3.05,1.83,1.36,0.281,1.47,0.302,65.50%,5.31,5.04,999
904,Andrew Saalfrank,ARI,0,28,28,1,1,0,0,1,27,13,2,26,13,8.47,4.23,2,0.77,0.248,1.42,0.308,71.30%,4.06,3.96,999
905,William Cuevas,,1,1,4,0,0,0,0,0,4,2,1,3,1,7.67,3.3,2.33,1.64,0.246,1.35,0.27,70.50%,4.77,5.07,999
906,Misael Tamarez,HOU,1,1,3.1,0,0,0,0,0,3,2,0,3,2,7.83,4.5,1.74,1.2,0.237,1.42,0.273,71.40%,4.45,4.81,999
907,Kai-Wei Teng,SFG,1,1,4,0,0,0,0,0,4,2,0,3,2,7.42,4.61,1.61,1.04,0.258,1.56,0.298,71.00%,4.67,4.71,999
908,Ron Marinaccio,SDP,0,40,40,2,2,0,0,1,34,17,5,41,19,9.18,4.2,2.19,1.07,0.226,1.32,0.278,73.20%,3.92,4.22,999
909,Braden Quinn,ARI,1,1,2.1,0,0,0,0,0,2,1,0,2,1,6.48,3.19,2.03,1.07,0.26,1.22,0.3,60.10%,4.83,4.46,999
910,Juan Valera,BOS,1,1,3.2,0,0,0,0,0,3,2,0,2,2,5.98,4.19,1.43,1.04,0.269,1.37,0.306,59.80%,5.33,4.87,999
911,Cody Poteet,CHC,0,35,35,2,2,0,0,1,33,16,4,30,12,7.81,3.07,2.54,1.04,0.247,1.27,0.292,69.90%,4.1,4.08,750.5
912,Garrett Schoenle,CHW,1,1,2.2,0,0,0,0,0,2,1,0,2,1,7.44,4.37,1.7,1.25,0.244,1.39,0.28,67.80%,4.77,4.93,999
913,Wyatt Crowell,LAD,1,1,2.2,0,0,0,0,0,2,1,0,2,1,8.29,4.79,1.73,1.15,0.241,1.45,0.287,70.30%,4.58,4.74,999
914,Christian Roa,MIA,1,1,3.2,0,0,0,0,0,3,2,0,3,2,8.22,5.34,1.54,1.12,0.246,1.55,0.292,70.70%,4.75,4.9,999
915,Logan Allen,,1,1,3.1,0,0,0,0,0,4,2,0,2,1,6.65,3.41,1.95,1.2,0.269,1.51,0.299,70.30%,4.77,4.7,999
916,Dillon Tate,TOR,0,26,26,1,1,0,0,1,25,12,3,21,9,7.42,3.08,2.41,1,0.249,1.31,0.29,70.70%,4.07,4.12,999
917,TJ Shook,NYM,1,1,3.2,0,0,0,0,0,3,2,1,3,2,7.44,4,1.86,1.35,0.243,1.38,0.273,69.70%,4.66,4.95,999
918,Nolan Watson,,1,1,4.1,0,0,0,0,0,5,2,1,3,2,6.34,3.35,1.9,1.34,0.261,1.45,0.284,69.70%,4.82,4.96,999
919,David Lorduy,CIN,1,1,3.1,0,0,0,0,0,3,2,1,2,1,5.55,2.94,1.89,1.48,0.265,1.26,0.28,59.30%,5.35,5.17,999
920,Pierson Ohl,MIN,1,1,5,0,0,0,0,0,5,3,1,3,1,4.56,1.97,2.31,1.46,0.28,1.3,0.287,61.90%,5.25,5.04,999
921,Sixto Sánchez,MIA,1,1,2.1,0,0,0,0,0,3,1,0,2,1,6.84,3.58,1.91,1.17,0.268,1.51,0.301,70.00%,4.78,4.68,999
922,Alessandro Ercolani,PIT,1,1,3.1,0,0,0,0,0,3,2,0,2,1,6.57,3.98,1.65,1.19,0.257,1.38,0.289,65.50%,4.94,4.89,999
923,Jose Acuna,CIN,1,1,3.2,0,0,0,0,0,4,2,1,3,2,6.92,3.95,1.75,1.53,0.255,1.42,0.279,67.00%,5.18,5.29,999
924,Charlee Soto,MIN,1,1,3.2,0,0,0,0,0,4,2,0,3,2,7.27,4.27,1.7,1.2,0.256,1.48,0.292,69.30%,4.82,4.86,999
925,José Rodríguez,,1,1,3,0,0,0,0,0,3,1,0,2,1,6.32,3.11,2.03,1.18,0.25,1.36,0.274,70.60%,4.36,4.64,999
926,Kyle Nelson,ARI,0,35,35,2,2,0,0,1,33,16,4,33,12,8.59,3.09,2.78,1.14,0.242,1.29,0.29,71.90%,4.04,4.07,999
927,Trevor Harrison,TBR,1,1,4.1,0,0,0,0,0,4,2,1,3,2,7.12,3.89,1.83,1.25,0.252,1.35,0.288,65.40%,4.88,4.82,999
928,Oscar Rayo,KCR,1,1,3.1,0,0,0,0,0,3,2,0,2,1,4.96,2.83,1.75,1.2,0.275,1.33,0.293,61.70%,5.14,4.87,999
929,Drew Pomeranz,SEA,0,15,15,1,1,0,0,1,13,6,2,16,5,9.82,3.3,2.98,1.16,0.218,1.21,0.271,75.60%,3.55,3.89,999
930,José Mujica,,1,1,2.1,0,0,0,0,0,2,1,0,2,1,6.62,2.83,2.34,1.38,0.258,1.35,0.283,68.80%,4.68,4.77,999
931,Parker Dunshee,,1,1,2.1,0,0,0,0,0,2,1,0,2,1,8.89,4.21,2.11,1.3,0.239,1.45,0.282,73.80%,4.35,4.62,999
932,Kade Strowd,BAL,0,26,26,1,1,0,0,1,24,11,3,27,13,9.33,4.57,2.04,0.89,0.236,1.42,0.298,73.20%,3.98,4.05,999
933,Josimar Cousin,,1,1,2.1,0,0,0,0,0,2,1,0,2,1,6.48,3.39,1.91,1.35,0.256,1.35,0.281,66.40%,4.88,4.94,999
934,Sean Linan,LAD,1,1,3.1,0,0,0,0,0,3,2,1,3,1,7.52,3.83,1.97,1.43,0.247,1.38,0.277,69.00%,4.8,4.98,999
935,Alemao Hernandez,,1,1,4.2,0,0,0,0,0,5,3,1,2,1,4.19,2.08,2.02,1.4,0.285,1.38,0.291,63.70%,5.28,5.07,999
936,Manuel Castro,SDP,1,1,2.1,0,0,0,0,0,2,1,0,2,1,7.74,3.77,2.05,1.23,0.247,1.37,0.286,69.50%,4.53,4.62,999
937,J.B. Wendelken,SDP,0,19,19,1,1,0,0,1,18,9,2,17,8,8.05,3.79,2.13,0.95,0.25,1.37,0.302,73.30%,4.26,4.17,999
938,Michael Morales,SEA,1,1,5,0,0,0,0,0,5,3,1,4,2,6.36,3.43,1.86,1.26,0.248,1.33,0.271,68.10%,4.59,4.85,999
939,Sean Reid-Foley,NYM,0,19,19,1,1,0,0,1,15,8,2,21,10,9.77,4.93,1.98,0.85,0.216,1.35,0.278,74.80%,3.62,4.02,999
940,Luis González,BAL,0,30,30,2,1,0,0,1,28,14,4,28,9,8.54,2.59,3.3,1.32,0.241,1.23,0.282,71.70%,4.07,4.16,999
941,Adam Serwinowski,CIN,1,1,3.1,0,0,0,0,0,3,2,0,3,2,7.51,4.94,1.52,1.32,0.246,1.44,0.282,66.30%,5.13,5.2,999
942,Ricardo Pinto,,1,1,3,0,0,0,0,0,3,2,0,2,1,6.54,3.96,1.65,1.18,0.271,1.59,0.3,70.40%,4.93,4.9,999
943,Enmanuel De Jesus,,1,1,4,0,0,0,0,0,4,2,1,3,2,6.42,4.07,1.58,1.18,0.264,1.54,0.292,69.70%,4.89,4.96,999
944,Christian McGowan,PHI,1,1,3,0,0,0,0,0,3,2,0,2,1,7.66,4.69,1.63,1.2,0.258,1.56,0.298,70.20%,4.9,4.91,999
945,Adam Laskey,MIA,1,1,2,0,0,0,0,0,2,1,0,1,1,5.92,3.66,1.62,0.95,0.274,1.41,0.309,64.30%,4.94,4.58,999
946,Logan Workman,TBR,1,1,4.2,0,0,0,0,0,5,3,1,3,2,6.12,3.16,1.94,1.33,0.26,1.32,0.283,64.40%,4.96,4.92,999
947,Blake Beers,ATH,1,1,5,0,0,0,0,0,5,3,1,4,2,6.18,3.4,1.82,1.26,0.259,1.38,0.283,67.30%,4.81,4.88,999
948,Dylan Ray,ARI,1,1,4.1,0,0,0,0,0,4,2,1,3,2,6.75,3.86,1.75,1.2,0.261,1.43,0.294,67.30%,4.9,4.83,999
949,Brandon Bielak,ARI,1,1,3.2,0,0,0,0,0,4,2,0,3,1,6.12,3.53,1.73,1.14,0.277,1.52,0.307,67.70%,5.03,4.77,999
950,Colten Brewer,NYY,0,24,24,1,1,0,0,1,22,11,3,23,10,8.78,3.77,2.33,1.15,0.23,1.32,0.274,73.70%,3.95,4.28,999
951,Grant Rogers,TOR,1,1,5.1,0,0,0,0,0,5,3,1,3,2,5.1,2.97,1.72,1.33,0.273,1.35,0.288,62.30%,5.25,5.07,999
952,David Davalillo,TEX,1,1,4.2,0,0,0,0,0,5,3,1,3,2,5.49,3.36,1.64,1.31,0.269,1.36,0.289,61.90%,5.3,5.09,999
953,Ryan Ramsey,KCR,1,1,4,0,0,0,0,0,4,2,1,3,2,6.46,3.91,1.65,1.25,0.255,1.35,0.284,64.40%,5.01,4.98,999
954,Angel Macuare,MIN,1,1,2.2,0,0,0,0,0,3,1,0,2,1,6.9,3.38,2.04,1.37,0.255,1.39,0.282,69.40%,4.73,4.87,999
955,Owen Hackman,ATL,1,1,4,0,0,0,0,0,4,2,1,3,2,6.63,3.53,1.88,1.28,0.258,1.28,0.292,60.60%,5.15,4.85,999
956,Paul Campbell,,1,1,4.1,0,0,0,0,0,4,3,1,3,2,6.02,3.41,1.77,1.36,0.269,1.38,0.292,63.20%,5.28,5.07,999
957,Hyun-il Choi,WSN,1,1,4.2,0,0,0,0,0,5,2,1,3,1,6.03,2.89,2.08,1.53,0.258,1.36,0.273,67.90%,4.92,5.14,999
958,Sam Benschoter,CIN,1,1,3.2,0,0,0,0,0,4,2,1,3,2,6.8,4.47,1.52,1.38,0.258,1.51,0.285,68.20%,5.17,5.29,999
959,Jimmy Joyce,SEA,1,1,3.2,0,0,0,0,0,3,2,0,3,2,6.88,4.21,1.63,1.05,0.254,1.45,0.289,69.40%,4.61,4.71,999
960,Yerry De Los Santos,NYY,0,34,34,2,2,0,0,1,32,15,4,28,13,7.32,3.32,2.21,1.05,0.241,1.3,0.278,71.10%,4.07,4.31,999
961,Chen Zhong-Ao Zhuang,ATH,1,1,4,0,0,0,0,0,4,2,1,3,1,5.84,2.4,2.43,1.43,0.262,1.23,0.281,62.70%,4.93,4.85,999
962,Izack Tiger,TEX,1,1,3.1,0,0,0,0,0,3,2,0,3,2,7.63,4.57,1.67,1.27,0.25,1.44,0.289,67.50%,4.96,4.97,999
963,Chris Villaman,TBR,1,1,3.2,0,0,0,0,0,3,2,1,3,1,6.37,2.71,2.35,1.43,0.256,1.17,0.281,58.70%,5.05,4.83,999
964,Carlos Vargas,SEA,0,54,54,3,3,0,0,4,50,23,5,45,22,7.58,3.68,2.06,0.85,0.237,1.33,0.281,72.50%,3.82,4.08,999
965,Sean Reynolds,SDP,0,53,53,3,3,0,1,6,46,23,6,56,28,9.48,4.81,1.97,1.01,0.226,1.4,0.283,73.80%,3.97,4.27,999
966,Spencer Giesting,ARI,1,1,5.1,0,0,0,0,0,5,3,1,4,2,6.39,4.03,1.59,1.14,0.27,1.47,0.304,65.40%,5.14,4.88,999
967,Devin Smeltzer,,1,1,3.1,0,0,0,0,0,3,2,1,2,1,6.6,3.28,2.01,1.41,0.263,1.43,0.288,68.70%,4.94,4.97,999
968,Johnathan Harmon,CIN,1,1,4.1,0,0,0,0,0,4,3,1,3,2,5.51,3.48,1.58,1.45,0.273,1.44,0.289,63.70%,5.48,5.34,999
969,Antoine Kelly,COL,1,1,2,0,0,0,0,0,2,1,0,2,1,9.47,5.78,1.64,1.1,0.234,1.58,0.288,74.00%,4.42,4.75,999
970,Jared Kollar,SDP,1,1,4.1,0,0,0,0,0,5,2,1,3,1,5.54,2.72,2.04,1.42,0.266,1.34,0.281,65.50%,5,5.01,999
971,Andrew Suárez,,1,1,2,0,0,0,0,0,2,1,0,2,1,7.61,3.56,2.14,1.24,0.252,1.43,0.287,71.90%,4.46,4.6,999
972,Mason Marriott,ARI,1,1,2.1,0,0,0,0,0,2,1,0,2,1,6.08,3.08,1.98,1.11,0.265,1.26,0.298,61.30%,4.9,4.57,999
973,Adrián Martínez,,1,1,3,0,0,0,0,0,3,2,0,3,1,7.3,3.45,2.11,1.3,0.263,1.49,0.295,71.30%,4.72,4.72,999
974,Patrick Reilly,BAL,1,1,4.1,0,0,0,0,0,4,2,1,4,2,7.68,4.7,1.63,1.21,0.241,1.38,0.281,66.80%,4.82,4.93,999
975,Seth Keener,CHW,1,1,4,0,0,0,0,0,4,2,1,3,2,6.73,4.81,1.4,1.2,0.261,1.49,0.296,65.10%,5.29,5.16,999
976,Justus Sheffield,,1,1,3,0,0,0,0,0,3,2,0,2,2,6.94,4.62,1.5,1.29,0.262,1.63,0.291,71.70%,5,5.19,999
977,Marcelo Martinez,,1,1,3.2,0,0,0,0,0,4,2,1,3,1,6.35,3.34,1.9,1.42,0.261,1.42,0.282,68.40%,4.95,5.06,999
978,Jose Corniell,TEX,1,1,4,0,0,0,0,0,4,2,1,3,2,6.46,3.75,1.72,1.35,0.258,1.37,0.284,64.40%,5.12,5.07,999
979,Adam Seminaris,SEA,1,1,3.1,0,0,0,0,0,4,2,0,2,1,5.99,3.72,1.61,1.19,0.266,1.48,0.291,68.20%,4.91,4.93,999
980,Gabe Mosser,PHI,1,1,4.1,0,0,0,0,0,5,2,1,3,2,5.65,3.06,1.85,1.35,0.266,1.41,0.284,67.50%,4.95,5.01,999
981,Spencer Bengard,MIN,1,1,4.1,0,0,0,0,0,4,2,1,2,1,5.02,2.52,1.99,1.4,0.267,1.25,0.279,60.40%,5.16,5.04,999
982,Garrett Hawkins,SDP,1,1,4,0,0,0,0,0,4,2,1,3,2,7.3,3.56,2.05,1.47,0.248,1.36,0.274,69.20%,4.77,4.99,999
983,Tommy Milone,,1,1,4,0,0,0,0,0,4,2,1,3,1,6.85,3.08,2.22,1.45,0.242,1.28,0.262,69.50%,4.51,4.9,999
984,Daniel Norris,,1,1,2.1,0,0,0,0,0,2,1,0,2,1,7.6,4.04,1.88,1.17,0.252,1.46,0.29,70.90%,4.57,4.67,999
985,Justin Jarvis,LAD,1,1,4,0,0,0,0,0,4,2,1,3,2,7.04,3.83,1.84,1.45,0.252,1.43,0.277,69.40%,4.89,5.12,999
986,Robby Ahlstrom,TEX,1,1,2,0,0,0,0,0,2,1,0,2,1,7.98,4.33,1.84,1.26,0.246,1.42,0.286,69.40%,4.7,4.81,999
987,Ty Blach,,1,1,3.1,0,0,0,0,0,4,2,1,2,1,4.62,2.35,1.96,1.47,0.312,1.55,0.325,62.40%,5.98,5.18,999
988,Jacob Miller,MIA,1,1,4.2,0,0,0,0,0,5,3,1,3,2,4.97,3.4,1.46,1.18,0.283,1.45,0.303,62.60%,5.41,5.03,999
989,James Marvel,,1,1,4,0,0,0,0,0,5,2,1,2,1,4.9,3.36,1.46,1.18,0.28,1.53,0.296,67.00%,5.17,5.05,999
990,Alex McFarlane,PHI,1,1,3,0,0,0,0,0,3,2,0,3,2,8.42,5.54,1.52,1.16,0.242,1.58,0.287,72.00%,4.7,4.99,999
991,Andrew Bash,TOR,1,1,2.2,0,0,0,0,0,3,1,0,2,1,6.42,3.88,1.65,1.17,0.255,1.39,0.284,66.70%,4.81,4.87,999
992,Alec Mills,,1,1,3,0,0,0,0,0,3,2,1,2,1,5.75,3.17,1.81,1.5,0.272,1.48,0.288,67.80%,5.23,5.25,999
993,Mitch Farris,LAA,1,1,4.1,0,0,0,0,0,4,2,1,3,2,6.93,3.99,1.74,1.45,0.248,1.34,0.274,64.70%,5.1,5.19,999
994,Logan Rinehart,BAL,1,1,2,0,0,0,0,0,2,1,0,2,1,7.44,4.38,1.7,1.03,0.245,1.38,0.288,68.00%,4.54,4.6,999
995,Kyle Barraclough,,1,1,2.2,0,0,0,0,0,3,1,0,2,1,8.06,4.82,1.67,1.26,0.239,1.44,0.278,70.00%,4.71,4.96,999
996,Leonardo Pestana,NYY,1,1,2,0,0,0,0,0,2,1,0,2,1,8.18,4.48,1.82,1.29,0.239,1.39,0.28,68.90%,4.7,4.86,999
997,Luis Moreno,NYM,1,1,4.1,0,0,0,0,0,4,2,0,3,2,6.11,4.46,1.37,1.04,0.26,1.5,0.289,68.10%,4.86,4.95,999
998,Shane Murphy,CHW,1,1,4.1,0,0,0,0,0,4,3,1,2,1,4.67,2.79,1.67,1.45,0.275,1.33,0.284,60.30%,5.47,5.27,999
999,Kyle Brnovich,BAL,1,1,4,0,0,0,0,0,4,2,1,3,2,6.52,3.85,1.7,1.22,0.26,1.39,0.291,65.40%,4.99,4.9,999
1000,Dylan File,SEA,1,1,5,0,0,0,0,0,6,3,1,3,1,4.59,2.33,1.97,1.29,0.284,1.38,0.297,63.50%,5.21,4.92,999
1001,Blair Henley,,1,1,3.2,0,0,0,0,0,4,2,0,3,2,7.33,4.69,1.56,1.13,0.261,1.6,0.298,71.30%,4.83,4.9,999
1002,Yujanyer Herrera,COL,1,1,4.1,0,0,0,0,0,4,2,1,3,2,6.37,4.44,1.43,1.13,0.254,1.44,0.283,67.00%,4.89,5.01,999
1003,Dylan Cumming,SFG,1,1,3.2,0,0,0,0,0,4,2,0,3,2,6.65,4.18,1.59,1.05,0.265,1.49,0.302,67.60%,4.89,4.75,999
1004,Chad Kuhl,ATL,1,1,3.1,0,0,0,0,0,3,2,0,3,2,7.86,4.42,1.78,1.21,0.254,1.5,0.296,70.10%,4.78,4.79,999
1005,Braxton Bragg,BAL,1,1,4,0,0,0,0,0,4,2,1,3,1,6.76,3.31,2.04,1.4,0.261,1.36,0.289,66.00%,5.01,4.93,999
1006,Aaron Rozek,MIN,1,1,4.1,0,0,0,0,0,4,2,1,2,1,5.34,2.87,1.86,1.37,0.271,1.39,0.287,65.30%,5.11,5.04,999
1007,Jacob Shafer,ATL,1,1,4,0,0,0,0,0,4,2,1,3,2,6.7,3.57,1.88,1.31,0.258,1.29,0.291,61.10%,5.16,4.88,999
1008,Brayan Mendoza,MIA,1,1,3.2,0,0,0,0,0,4,2,1,2,2,5.65,3.59,1.57,1.2,0.275,1.43,0.3,63.80%,5.27,4.98,999
1009,Randy Wynne,CIN,1,1,3.2,0,0,0,0,0,4,2,1,2,1,4.72,2.39,1.98,1.62,0.278,1.39,0.283,64.20%,5.44,5.39,999
1010,Matt Osterberg,PHI,1,1,4.2,0,0,0,0,0,5,3,1,2,1,4.57,2.87,1.59,1.32,0.286,1.46,0.298,63.90%,5.42,5.15,999
1011,Victor Lizarraga,SDP,1,1,4.2,0,0,0,0,0,5,3,1,3,2,6.34,3.76,1.69,1.3,0.259,1.41,0.284,66.40%,4.99,5.02,999
1012,Nate Fisher,,1,1,3.2,0,0,0,0,0,4,2,1,2,1,6.1,3.58,1.71,1.45,0.263,1.47,0.282,68.60%,5.08,5.24,999
1013,Ricky Castro,MIN,1,1,4,0,0,0,0,0,4,2,1,3,2,6.76,3.5,1.93,1.42,0.263,1.37,0.292,64.40%,5.2,5.02,999
1014,Tristan Beck,SFG,0,46,46,2,2,0,0,1,45,21,6,39,13,7.56,2.59,2.92,1.11,0.249,1.26,0.289,70.50%,4.07,4.08,749.5
1015,Joseph King,STL,1,1,2.1,0,0,0,0,0,2,1,0,2,1,5.75,2.84,2.02,1.2,0.273,1.34,0.299,63.80%,4.99,4.7,999
1016,McCade Brown,COL,1,1,3.1,0,0,0,0,0,4,2,1,3,2,7.53,4.45,1.69,1.45,0.276,1.61,0.314,67.40%,5.58,5.22,999
1017,Matt Swarmer,,1,1,3.1,0,0,0,0,0,3,2,1,3,1,7.7,3.96,1.94,1.35,0.248,1.41,0.281,69.90%,4.7,4.87,999
1018,Aaron Shortridge,,1,1,4.1,0,0,0,0,0,5,2,1,3,2,5.64,3.57,1.58,1.27,0.274,1.47,0.295,65.50%,5.24,5.08,999
1019,Nick Fraze,TOR,1,1,2.2,0,0,0,0,0,3,1,0,2,1,6.28,3.58,1.75,1.22,0.264,1.43,0.291,67.20%,4.91,4.87,999
1020,Carlos Luna,,1,1,4,0,0,0,0,0,4,2,1,3,1,6.22,2.88,2.16,1.53,0.256,1.34,0.271,68.30%,4.85,5.09,999
1021,Dinelson Lamet,,1,1,3.1,0,0,0,0,0,3,2,0,3,2,7.61,4.52,1.69,1.31,0.25,1.5,0.284,70.50%,4.82,5.02,999
1022,Jerad Eickhoff,,1,1,4.2,0,0,0,0,0,5,3,1,3,2,5.37,3,1.79,1.34,0.272,1.44,0.288,67.10%,5.05,5.04,999
1023,Josh Grosz,NYY,1,1,5,0,0,0,0,0,5,3,1,4,2,6.3,4.2,1.5,1.33,0.257,1.42,0.282,65.20%,5.19,5.23,999
1024,Trevor Gott,SEA,0,10,10,1,0,0,0,1,9,4,1,10,3,9.01,3.01,2.99,1.05,0.225,1.19,0.275,74.20%,3.54,3.81,999
1025,Kyle Luckham,WSN,1,1,5,0,0,0,0,0,6,3,1,2,2,4.11,2.77,1.48,1.25,0.286,1.44,0.296,62.90%,5.4,5.12,999
1026,Tanner Tully,,1,1,4.1,0,0,0,0,0,5,2,1,2,1,4.71,2.34,2.01,1.54,0.272,1.39,0.277,66.80%,5.13,5.25,999
1027,Luis Cessa,,1,1,3.1,0,0,0,0,0,4,2,0,2,1,5.56,3.53,1.57,1.17,0.278,1.51,0.301,66.90%,5.13,4.94,999
1028,Richard Gallardo,TOR,1,1,4.1,0,0,0,0,0,5,2,1,3,2,5.8,3.38,1.72,1.24,0.27,1.46,0.292,67.40%,5,4.94,999
1029,Henry Baez,SDP,1,1,4.2,0,0,0,0,0,5,3,1,3,2,5.66,3.93,1.44,1.13,0.266,1.43,0.292,64.50%,5.1,5,999
1030,Michael Mariot,,1,1,4.1,0,0,0,0,0,4,2,1,3,1,6.1,2.66,2.29,1.46,0.249,1.29,0.263,69.40%,4.56,4.94,999
1031,Bailey Dees,NYY,1,1,4,0,0,0,0,0,4,2,1,3,2,6.72,4.28,1.57,1.35,0.245,1.38,0.27,66.80%,4.93,5.19,999
1032,Marcus Walden,,1,1,3.2,0,0,0,0,0,4,2,0,2,1,5.95,3.46,1.72,1.14,0.26,1.45,0.284,69.80%,4.63,4.79,999
1033,Emilio Marquez,,1,1,2.1,0,0,0,0,0,2,1,0,2,1,7.18,3.42,2.1,1.4,0.252,1.35,0.281,67.80%,4.79,4.87,999
1034,Jaylen Nowlin,MIN,1,1,4,0,0,0,0,0,4,2,1,3,2,7.26,4.44,1.64,1.28,0.252,1.47,0.284,69.20%,4.87,5.03,999
1035,Riley Thompson,,1,1,3,0,0,0,0,0,3,2,0,2,1,7.05,4.25,1.66,1.16,0.25,1.46,0.283,70.10%,4.63,4.84,999
1036,Tim Cate,,1,1,2.1,0,0,0,0,0,2,1,0,2,1,6.96,4.22,1.65,1.13,0.26,1.48,0.297,68.20%,4.86,4.81,999
1037,Logan Evans,SEA,2,10,14,0,0,1,0,1,14,7,2,11,6,6.76,3.73,1.81,1.13,0.248,1.37,0.279,69.20%,4.48,4.68,999
1038,Nick Davila,SEA,1,1,4.1,0,0,0,0,0,4,2,1,3,1,5.96,2.89,2.06,1.34,0.256,1.34,0.275,68.10%,4.69,4.88,999
1039,Nick Merkel,MIL,1,1,2,0,0,0,0,0,2,1,0,2,1,7.2,4.03,1.79,1.19,0.244,1.35,0.278,68.10%,4.6,4.78,999
1040,Nick Hernandez,HOU,0,32,32,2,2,0,0,1,27,14,5,34,12,9.57,3.51,2.73,1.33,0.221,1.24,0.266,74.20%,3.89,4.26,999
1041,Angel Sánchez,,1,1,3,0,0,0,0,0,3,2,0,2,1,6.34,3.29,1.93,1.25,0.263,1.43,0.289,69.00%,4.75,4.8,999
1042,Rio Gomez,,1,1,2.1,0,0,0,0,0,3,1,0,2,1,7.94,4.28,1.86,1.35,0.258,1.51,0.297,69.70%,4.99,4.94,999
1043,Connor Schultz,CHC,1,1,3.1,0,0,0,0,0,3,2,0,2,1,5.67,2.98,1.91,1.26,0.269,1.29,0.293,60.90%,5.13,4.84,999
1044,Ethan Bagwell,ATL,1,1,2.1,0,0,0,0,0,3,1,0,3,1,10.5,4.42,2.37,1.56,0.247,1.7,0.291,80.10%,4.4,4.74,999
1045,Yoniel Curet,TBR,1,1,4.1,0,0,0,0,0,3,2,1,4,3,8.44,5.5,1.53,1.11,0.229,1.43,0.277,69.50%,4.58,4.89,999
