#,Name,MLBAMID,RazzballID,FanGraphsID,NFBCID,FantraxID,Team,STD_POS,YAHOO_POS,Last,First,Lastv2,Firstv2
980,Tyler Fitzgerald,666149,666149,26208,11874,*05131*,SF,SS,2B/SS/ OF,Fitzgerald,Tyler,Fitzgerald,Tyler
981,Dominic Fletcher,666150,666150,26149,11026,*04y45*,CHW,OF,OF,Fletcher,Dominic,Fletcher,Dominic
982,David Hamilton,666152,666152,27531,11645,*0515v*,BOS,2B/SS,2B/SS,Hamilton,David,Hamilton,David
983,Karl Kauffmann,666154,666154,27488,11082,*05129*,COL,RP,RP,Kauffmann,Karl,Kauffmann,Karl
984,Nick Lodolo,666157,666157,26378,10964,*041ps*,CIN,SP,SP,Lodolo,Nick,Lodolo,Nick
985,Gavin Lux,666158,666158,19955,10203,*041ai*,CIN,2B,2B/SS,Lux,Gavin,Lux,Gavin
986,Matt Manning,666159,666159,20369,10285,*041m1*,DET,SP,SP,Manning,Matt,Manning,Matt
987,Mickey Moniak,666160,666160,19956,9784,*041e2*,LAA,OF,OF,Moniak,Mickey,Moniak,Mickey
988,Ben Rortvedt,666163,666163,20287,11158,*041q7*,TB,C,C,Rortvedt,Ben,Rortvedt,Ben
989,Blake Rutherford,666164,666164,19957,10140,,WSH,OF,OF,Rutherford,Blake,,
990,Blake Sabol,666165,666165,25805,11728,*05158*,BOS,C/OF,C/OF,Sabol,Blake,Sabol,Blake
991,Mason Thompson,666168,666168,21850,10284,*041qz*,WSH,RP,RP,Thompson,Mason,Thompson,Mason
992,Ryan Zeferjahn,666171,666171,25420,12164,*04y9f*,LAA,RP,RP,Zeferjahn,Ryan,Zeferjahn,Ryan
993,Jo Adell,666176,666176,20220,10241,*04aee*,LAA,OF,OF,Adell,Jo,Adell,Jo
994,Will Benson,666181,666181,21853,10362,*03zcx*,CIN,OF,OF,Benson,Will,Benson,Will
995,Bo Bichette,666182,666182,19612,9820,*041qb*,TOR,SS,SS,Bichette,Bo,Bichette,Bo
996,Hunter Bishop,666183,666183,sa3011413,11112,*04267*,SF,OF,OF,Bishop,Hunter,Bishop,Hunter
997,Dylan Carlson,666185,666185,20126,10190,*041mc*,BAL,OF,OF,Carlson,Dylan,Carlson,Dylan
998,Grae Kessinger,666197,666197,25813,11804,*0511u*,ARI,SS,SS,Kessinger,Grae,Kessinger,Grae
999,Carter Kieboom,666198,666198,19958,10505,*041m8*,LAA,3B,3B,Kieboom,Carter,Kieboom,Carter
1000,Jesus Luzardo,666200,666200,19959,10235,*041r1*,PHI,SP,SP,Luzardo,Jesus,Luzardo,Jesús
1001,Alek Manoah,666201,666201,26410,10854,*04yfw*,TOR,SP,SP,Manoah,Alek,Manoah,Alek
1002,Dany Jimenez,666204,666204,21170,10800,*059zc*,ATL,RP,RP,Jimenez,Dany,Jiménez,Dany
1003,Riley Pint,666207,666207,21858,11655,*03yxv*,CLE,RP,RP,Pint,Riley,Pint,Riley
1004,Alex Speas,666208,666208,21859,10985,*041q9*,MIN,RP,RP,Speas,Alex,Speas,Alex
1005,Taylor Trammell,666211,666211,19960,10339,*041pq*,HOU,OF,OF,Trammell,Taylor,Trammell,Taylor
1006,Joey Wentz,666214,666214,19962,10246,*041pr*,PIT,RP,RP,Wentz,Joey,Wentz,Joey
1007,Forrest Whitley,666215,666215,19586,9817,*041m3*,HOU,RP,RP,Whitley,Forrest,Whitley,Forrest
1008,George Soriano,666277,666277,21863,11684,*04z9e*,MIA,RP,RP,Soriano,George,Soriano,George
1009,Bo Naylor,666310,666310,21865,10143,*04mrn*,CLE,C,C,Naylor,Bo,Naylor,Bo
1010,Jordan Balazovic,666364,666364,21866,10403,*041sc*,DET,RP,RP,Balazovic,Jordan,Balazovic,Jordan
1011,Matt Brash,666374,666374,25756,11297,*05138*,SEA,RP,RP,Brash,Matt,Brash,Matt
1012,Edouard Julien,666397,666397,27534,11592,*051dl*,MIN,2B,2B,Julien,Edouard,Julien,Edouard
1013,Jerar Encarnacion,666464,666464,21871,10839,*04mdf*,SF,OF,OF,Encarnacion,Jerar,Encarnacion,Jerar
1014,Gregory Santos,666619,666619,21894,11166,*0404s*,SEA,RP,RP,Santos,Gregory,Santos,Gregory
1015,Christopher Morel,666624,666624,21897,11154,*04pbp*,TB,2B/3B,2B/3B/ OF,Morel,Christopher,Morel,Christopher
1016,Yonathan Perlaza,666632,666632,sa917302,11963,*03xs7*,SD,2B,2B,Perlaza,Yonathan,Perlaza,Yonathan
1017,Eguy Rosario,666703,666703,19964,11367,*045on*,SD,3B,3B,Rosario,Eguy,Rosario,Eguy
1018,Max Castillo,666721,666721,21956,11499,,PHI,RP,RP,Castillo,Max,Castillo,Max
1019,Jhony Brito,666745,666745,25386,11638,*050ih*,SD,RP,RP,Brito,Jhony,Brito,Jhony
1020,Rodolfo Castro,666801,666801,21987,10906,*042c1*,PHI,2B/SS,2B/SS/ 3B,Castro,Rodolfo,Castro,Rodolfo
1021,Camilo Doval,666808,666808,21992,11105,*04k0w*,SF,RP,RP,Doval,Camilo,Doval,Camilo
1022,Bobby Dalbec,666915,666915,19966,10144,*03z62*,CHW,1B/3B,1B/3B,Dalbec,Bobby,Dalbec,Bobby
1023,Jared Oliva,666931,666931,19968,10229,,MIL,OF,OF,Oliva,Jared,Oliva,Jared
1024,Adolis Garcia,666969,666969,19287,9964,*04aq4*,TEX,OF,OF,Garcia,Adolis,García,Adolis
1025,Lourdes Gurriel Jr.,666971,666971,19238,9475,*03nri*,ARI,OF,OF,Gurriel Jr.,Lourdes,Gurriel Jr.,Lourdes
1026,Yennier Cano,666974,666974,25911,11467,*050ok*,BAL,RP,RP,Cano,Yennier,Cano,Yennier
1027,Tommy Nance,667297,667297,19178,11215,*05rcp*,TOR,RP,RP,Nance,Tommy,Nance,Tommy
1028,Bryan Mata,667356,667356,sa917784,11069,*04ahc*,BOS,RP,RP,Mata,Bryan,Mata,Bryan
1029,Zach Jackson,667427,667427,19493,11445,*043×7*,ATH,RP,RP,Jackson,Zach,Jackson,Zach
1030,Grant Koch,667428,667428,22045,12094,*04pqw*,FA,C,C,Koch,Grant,,
1031,Marshall Kasowski,667445,667445,sa3005114,11057,*04emz*,LAD,RP,RP,Kasowski,Marshall,Kasowski,Marshall
1032,Corey Julks,667452,667452,20311,11604,*04eit*,CHW,OF,OF,Julks,Corey,Julks,Corey
1033,John King,667463,667463,22051,11094,*04eku*,STL,RP,RP,King,John,King,John
1034,Dane Myers,667472,667472,22054,11820,*04ehj*,MIA,OF,OF,Myers,Dane,Myers,Dane
1035,Evan Kravetz,667478,667478,27536,12168,*0513u*,CIN,RP,RP,Kravetz,Evan,Kravetz,Evan
1036,Robert Dugger,667498,667498,19191,10663,,ATH,SP,SP,Dugger,Robert,Dugger,Robert
1037,Brent Rooker,667670,667670,19627,10149,*04e2u*,ATH,DH,OF,Rooker,Brent,Rooker,Brent
1038,Kyle Tyler,667725,667725,22092,11271,*04q2b*,PHI,RP,RP,Tyler,Kyle,Tyler,Kyle
1039,Jose Soriano,667755,667755,22100,11187,*04c0o*,LAA,SP,SP,Soriano,Jose,Soriano,José
1040,Randy Arozarena,668227,668227,19290,10671,*040b5*,SEA,OF,OF,Arozarena,Randy,Arozarena,Randy
1041,Tyson Miller,668338,668338,19976,10777,*041rc*,CHC,RP,RP,Miller,Tyson,Miller,Tyson
1042,Cole Winn,668390,668390,22113,10167,*04paj*,TEX,RP,RP,Winn,Cole,Winn,Cole
1043,Hagen Danner,668470,668470,22116,11353,*03o0h*,SEA,RP,RP,Danner,Hagen,Danner,Hagen
1044,Nick Pratto,668472,668472,22117,10299,*04b08*,KC,1B,1B,Pratto,Nick,Pratto,Nick
1045,Tres Barrera,668663,668663,19977,10696,,TB,C,C,Barrera,Tres,Barrera,Tres
1046,Jake Rogers,668670,668670,19452,10531,*03av1*,DET,C,C,Rogers,Jake,Rogers,Jake
1047,Lucas Erceg,668674,668674,19360,9921,*041am*,KC,RP,RP,Erceg,Lucas,Erceg,Lucas
1048,Zac Gallen,668678,668678,19291,9944,*041qo*,ARI,SP,SP,Gallen,Zac,Gallen,Zac
1049,JJ Bleday,668709,668709,26368,10838,*04y95*,ATH,OF,OF,Bleday,JJ,Bleday,JJ
1050,Spencer Steer,668715,668715,26323,11556,*0512e*,CIN,1B/OF,1B/2B/ OF,Steer,Spencer,Steer,Spencer
1051,Payton Henry,668721,668721,22164,11290,*041sv*,PHI,C,C,Henry,Payton,Henry,Payton
1052,Ryan Vilade,668723,668723,22165,10324,*04eew*,STL,OF,OF,Vilade,Ryan,Vilade,Ryan
1053,Akil Baddoo,668731,668731,22168,10124,*041qi*,DET,OF,OF,Baddoo,Akil,Baddoo,Akil
1054,Cal Mitchell,668751,668751,22169,10155,*04eex*,CHW,OF,OF,Mitchell,Cal,Mitchell,Cal
1055,Duke Ellis,668752,668752,27543,12099,*04es1*,NYY,OF,OF,Ellis,Duke,Ellis,Duke
1056,Colin Peluse,668761,668761,sa3011126,11404,*0516o*,ATH,SP,SP,Peluse,Colin,Peluse,Colin
1057,Dylan File,668766,668766,sa3004197,10990,*04esk*,SEA,SP,SP,File,Dylan,File,Dylan
1058,Andrew Knizner,668800,668800,19514,10135,*041t8*,WSH,C,C,Knizner,Andrew,Knizner,Andrew
1059,Bryan Reynolds,668804,668804,19326,10153,*03e5m*,PIT,OF,OF,Reynolds,Bryan,Reynolds,Bryan
1060,Max Kranick,668820,668820,22175,10909,*0429r*,NYM,RP,RP,Kranick,Max,Kranick,Max
1061,Kyle McCann,668832,668832,25575,10856,*0513b*,ATH,C,C,McCann,Kyle,McCann,Kyle
1062,Easton McGee,668834,668834,22176,11579,,MIL,SP,SP,McGee,Easton,McGee,Easton
1063,Conner Capel,668843,668843,19983,11503,*041sb*,ATL,OF,OF,Capel,Conner,Capel,Conner
1064,Aaron Schunk,668845,668845,25524,11079,*0511w*,COL,2B,2B/SS/ 3B,Schunk,Aaron,Schunk,Aaron
1065,Austin Shenton,668853,668853,25425,10869,*04y98*,SEA,1B,1B,Shenton,Austin,Shenton,Austin
1066,Zack Thompson,668868,668868,25918,10898,*04n0p*,STL,RP,RP,Thompson,Zack,Thompson,Zack
1067,Caleb Kilian,668873,668873,26213,11416,*04q1w*,CHC,RP,RP,Kilian,Caleb,Kilian,Caleb
1068,Blair Henley,668874,668874,26190,12074,*0424v*,HOU,SP,SP,Henley,Blair,Henley,Blair
1069,Hunter Greene,668881,668881,22182,10216,*04aea*,CIN,SP,SP,Greene,Hunter,Greene,Hunter
1070,Austin Martin,668885,668885,27462,10833,*05249*,MIN,OF,2B/OF,Martin,Austin,Martin,Austin
1071,Mark Vientos,668901,668901,22184,10282,*03zcy*,NYM,3B,3B,Vientos,Mark,Vientos,Mark
1072,Royce Lewis,668904,668904,20437,10319,*04aeb*,MIN,3B,3B,Lewis,Royce,Lewis,Royce
1073,Gavin Williams,668909,668909,30122,11590,*05jp7*,CLE,SP,SP,Williams,Gavin,Williams,Gavin
1074,Brice Turang,668930,668930,22186,10151,*04b00*,MIL,2B,2B,Turang,Brice,Turang,Brice
1075,Graham Ashcraft,668933,668933,27552,11417,*041×9*,CIN,RP,RP,Ashcraft,Graham,Ashcraft,Graham
1076,Adley Rutschman,668939,668939,26288,10704,*04q2n*,BAL,C,C,Rutschman,Adley,Rutschman,Adley
1077,JoJo Romero,668941,668941,19574,10528,*041rj*,STL,RP,RP,Romero,JoJo,Romero,JoJo
1078,Josh Rojas,668942,668942,19734,10670,*04oct*,CHW,3B,2B/3B,Rojas,Josh,Rojas,Josh
1079,Ryan Miller,668943,668943,22187,12166,,DET,RP,RP,Miller,Ryan,Miller,Ryan
1080,Ryan Kreidler,668952,668952,25867,11324,*05132*,DET,SS,SS,Kreidler,Ryan,Kreidler,Ryan
1081,Tobias Myers,668964,668964,22191,10345,*041sz*,MIL,SP,SP,Myers,Tobias,Myers,Tobias
1082,Hans Crouse,668968,668968,22192,10211,*04ak3*,LAA,RP,RP,Crouse,Hans,Crouse,Hans
1083,Gavin Hollowell,668970,668970,25427,11577,*0514j*,CHC,RP,RP,Hollowell,Gavin,Hollowell,Gavin
1084,Casey Legumina,668984,668984,25921,11690,*0427a*,SEA,RP,RP,Legumina,Casey,Legumina,Casey
1085,Connor Scott,669002,669002,sa3008080,10169,*04oh1*,KC,OF,OF,Scott,Connor,,
1086,Garrett Mitchell,669003,669003,27555,11204,*04en7*,MIL,OF,OF,Mitchell,Garrett,Mitchell,Garrett
1087,MJ Melendez,669004,669004,22197,10293,*04eey*,KC,OF,OF,Melendez,MJ,Melendez,MJ
1088,Brandon Marsh,669016,669016,20202,10146,*041q8*,PHI,OF,OF,Marsh,Brandon,Marsh,Brandon
1089,Ryan Rolison,669020,669020,sa3008244,10323,*04mlh*,COL,SP,SP,Rolison,Ryan,Rolison,Ryan
1090,MacKenzie Gore,669022,669022,22201,9973,*04cd5*,WSH,SP,SP,Gore,MacKenzie,Gore,MacKenzie
1091,Jeter Downs,669023,669023,22202,10237,*04eeg*,FA,SS,SS,Downs,Jeter,,
1092,Bryse Wilson,669060,669060,19990,10082,*0429h*,CHW,SP,SP,Wilson,Bryse,Wilson,Bryse
1093,Erik Miller,669062,669062,26252,11987,*04y8z*,SF,RP,RP,Miller,Erik,Miller,Erik
1094,Kyle Stowers,669065,669065,26151,11414,*04y97*,MIA,OF,OF,Stowers,Kyle,Stowers,Kyle
1095,DL Hall,669084,669084,22207,10187,*04aeh*,MIL,RP,RP,Hall,DL,Hall,DL
1096,Sam Huff,669087,669087,22209,10826,*041tq*,SF,C,C,Huff,Sam,Huff,Sam
1097,Matt Cronin,669091,669091,sa3011463,10972,*05137*,SEA,RP,RP,Cronin,Matt,Cronin,Matt
1098,Jeremiah Estrada,669093,669093,22210,11553,*04ehz*,SD,RP,RP,Estrada,Jeremiah,Estrada,Jeremiah
1099,Zach Muckenhirn,669105,669105,20209,11788,,NYM,RP,RP,Muckenhirn,Zach,,
1100,John McMillon,669111,669111,27942,11843,*0423z*,PHI,RP,RP,McMillon,John,McMillon,John
1101,Shea Langeliers,669127,669127,25816,10845,*04o4s*,ATH,C,C,Langeliers,Shea,Langeliers,Shea
1102,Luis Campusano,669134,669134,22217,11043,*04eep*,SD,C,C,Campusano,Luis,Campusano,Luis
1103,Armando Alvarez,669137,669137,19292,12064,,MIN,1B,1B/3B,Alvarez,Armando,Alvarez,Armando
1104,Bruce Zimmermann,669145,669145,20370,11100,*04egr*,MIL,RP,RP,Zimmermann,Bruce,Zimmermann,Bruce
1105,Dustin May,669160,669160,19716,10189,*041r5*,LAD,SP,SP,May,Dustin,May,Dustin
1106,Kyle Hurt,669165,669165,27514,11867,*05jq7*,LAD,SP,SP,Hurt,Kyle,Hurt,Kyle
1107,Jonathan Heasley,669169,669169,22224,11288,,CHW,RP,RP,Heasley,Jonathan,Heasley,Jonathan
1108,Ryne Nelson,669194,669194,26253,11326,*04yid*,ARI,SP,SP,Nelson,Ryne,Nelson,Ryne
1109,Lake Bachar,669199,669199,19222,12140,*041s4*,MIA,RP,RP,Bachar,Lake,Bachar,Lake
1110,Mason McCoy,669200,669200,22232,11851,*04ehx*,SD,SS,SS,McCoy,Mason,McCoy,Mason
1111,Corbin Burnes,669203,669203,19361,9800,*041rd*,ARI,SP,SP,Burnes,Corbin,Burnes,Corbin
1112,Ryan Bliss,669208,669208,29547,11941,*05tc7*,SEA,2B,2B,Bliss,Ryan,Bliss,Ryan
1113,Keegan Akin,669211,669211,19362,10524,*041py*,BAL,RP,RP,Akin,Keegan,Akin,Keegan
1114,Eli Morgan,669212,669212,20203,10928,*04eiw*,CHC,RP,RP,Morgan,Eli,Morgan,Eli
1115,Conner Menez,669214,669214,19199,10651,,CHC,RP,RP,Menez,Conner,,
1116,Je’Von Ward,669219,669219,sa3004969,10232,*04em1*,TOR,OF,OF,Ward,Je’Von,Ward,Je’Von
1117,Sean Murphy,669221,669221,19352,10327,*03aoy*,ATL,C,C,Murphy,Sean,Murphy,Sean
1118,Nick Senzel,669222,669222,19293,9776,*03zc9*,CHW,3B,3B,Senzel,Nick,,
1119,Austin Wells,669224,669224,27562,11599,*05ahg*,NYY,C,C,Wells,Austin,Wells,Austin
1120,Justyn-Henry Malloy,669234,669234,29606,11617,*05uy1*,DET,OF,OF,Malloy,Justyn-Henry,Malloy,Justyn-Henry
1121,Jeremiah Jackson,669236,669236,sa3007740,10234,*04pmt*,BAL,SS,SS,Jackson,Jeremiah,Jackson,Jeremiah
1122,Tommy Edman,669242,669242,19470,10569,*041sq*,LAD,OF,SS/OF,Edman,Tommy,Edman,Tommy
1123,Nick Solak,669256,669256,19294,9967,*041q1*,PIT,OF,OF,Solak,Nick,Solak,Nick
1124,Will Smith,669257,669257,19197,10363,*042sz*,LAD,C,C,Smith,Will,Smith,Will
1125,Jack Suwinski,669261,669261,22244,11377,*041z2*,PIT,OF,OF,Suwinski,Jack,Suwinski,Jack
1126,Joel Kuhnel,669270,669270,19995,10675,*041wc*,PHI,RP,RP,Kuhnel,Joel,Kuhnel,Joel
1127,Dylan Lee,669276,669276,19996,10842,*041vm*,ATL,RP,RP,Lee,Dylan,Lee,Dylan
1128,Daniel Johnson,669288,669288,19643,10175,*041sd*,FA,OF,OF,Johnson,Daniel,,
1129,Santiago Espinal,669289,669289,19997,10781,*041vp*,CIN,2B/3B,2B/SS/ 3B,Espinal,Santiago,Espinal,Santiago
1130,Logan Gilbert,669302,669302,22250,10712,*04n0m*,SEA,SP,SP,Gilbert,Logan,Gilbert,Logan
1131,Jose Miranda,669304,669304,20538,10253,*041qh*,MIN,3B,1B/3B,Miranda,Jose,Miranda,Jose
1132,Sean Reynolds,669308,669308,22253,11642,*041rm*,SD,RP,RP,Reynolds,Sean,Reynolds,Sean
1133,Joe Perez,669309,669309,22254,10244,*04eez*,CHW,3B,3B,Perez,Joe,Perez,Joe
1134,Bryce Teodosio,669326,669326,29524,12178,*0617q*,LAA,OF,OF,Teodosio,Bryce,Teodosio,Bryce
1135,Tyler Wells,669330,669330,20000,11193,*0473n*,BAL,SP,SP,Wells,Tyler,Wells,Tyler
1136,Bubba Thompson,669352,669352,22261,10154,*04eeb*,FA,OF,OF,Thompson,Bubba,,
1137,Nolan Gorman,669357,669357,22263,10303,*04ai4*,STL,2B,2B,Gorman,Nolan,Gorman,Nolan
1138,Shane Baz,669358,669358,22264,10331,*04cwf*,TB,SP,SP,Baz,Shane,Baz,Shane
1139,Brandon Birdsell,669361,669361,sa3020797,12254,*05jr4*,CHC,SP,SP,Birdsell,Brandon,Birdsell,Brandon
1140,Xavier Edwards,669364,669364,22266,10365,*04n8z*,MIA,SS,SS,Edwards,Xavier,Edwards,Xavier
1141,Bryce Johnson,669369,669369,20002,11526,*04ehv*,PIT,OF,OF,Johnson,Bryce,Johnson,Bryce
1142,Asa Lacy,669370,669370,sa3014423,11116,*059qm*,KC,SP,SP,Lacy,Asa,Lacy,Asa
1143,Cole Henry,669371,669371,sa3014446,11423,*05gs4*,WSH,RP,RP,Henry,Cole,Henry,Cole
1144,J.T. Ginn,669372,669372,27889,12161,*04pkt*,ATH,SP,SP,Ginn,J.T.,Ginn,J.T.
1145,Tarik Skubal,669373,669373,22267,10711,*04ptt*,DET,SP,SP,Skubal,Tarik,Skubal,Tarik
1146,Keston Hiura,669374,669374,20003,10264,*04e82*,COL,1B,1B,Hiura,Keston,Hiura,Keston
1147,Raynel Delgado,669384,669384,sa3007288,10314,*04ps5*,MIL,2B,2B,Delgado,Raynel,Delgado,Raynel
1148,Carmen Mlodzinski,669387,669387,27572,11810,*05a29*,PIT,RP,RP,Mlodzinski,Carmen,Mlodzinski,Carmen
1149,Owen White,669391,669391,22273,11601,*04pms*,CHW,RP,RP,White,Owen,White,Owen
1150,Samad Taylor,669392,669392,22274,11640,*041vt*,SEA,OF,OF,Taylor,Samad,Taylor,Samad
1151,Jake Burger,669394,669394,22275,10224,*04azv*,TEX,1B/3B,1B/3B,Burger,Jake,Burger,Jake
1152,Dylan Coleman,669395,669395,22276,11292,*04pq2*,BAL,RP,RP,Coleman,Dylan,Coleman,Dylan
1153,Nick Allen,669397,669397,22277,10857,*04efs*,ATL,SS,SS,Allen,Nick,Allen,Nick
1154,Gage Workman,669398,669398,sa3014441,12327,*04en9*,CHC,SS,SS,Workman,Gage,Workman,Gage
1155,Frainyer Chavez,669413,669413,sa3007019,10395,*04q4n*,TEX,SS,SS,Chavez,Frainyer,Chavez,Frainyer
1156,Matt Sauer,669422,669422,22284,12007,*04ef0*,LAD,RP,RP,Sauer,Matt,Sauer,Matt
1157,Trevor Rogers,669432,669432,22286,10351,*04ak5*,BAL,SP,SP,Rogers,Trevor,Rogers,Trevor
1158,Mason Englert,669438,669438,22288,11726,*04pqh*,TB,RP,RP,Englert,Mason,Englert,Mason
1159,Chandler Champlain,669441,669441,sa3018138,12029,*05y7q*,KC,SP,SP,Champlain,Chandler,Champlain,Chandler
1160,Cooper Hummel,669450,669450,19458,11332,*0421c*,HOU,OF,C/OF,Hummel,Cooper,Hummel,Cooper
1161,Shane Bieber,669456,669456,19427,10038,*041rf*,CLE,SP,SP,Bieber,Shane,Bieber,Shane
1162,Kyle Nelson,669459,669459,20515,10929,*04eny*,ARI,RP,RP,Nelson,Kyle,Nelson,Kyle
1163,Matthew Liberatore,669461,669461,22294,10287,*04mlx*,STL,RP,RP,Liberatore,Matthew,Liberatore,Matthew
1164,Andre Pallante,669467,669467,26108,11442,*05133*,STL,SP,SP,Pallante,Andre,Pallante,Andre
1165,Devin Mann,669471,669471,sa3006869,11051,*04pr2*,KC,2B,2B,Mann,Devin,Mann,Devin
1166,Casey Schmitt,669477,669477,27577,11743,*05jp4*,SF,2B,2B/SS/ 3B,Schmitt,Casey,Schmitt,Casey
1167,Joe Barlow,669618,669618,22296,10983,*0429m*,TEX,RP,RP,Barlow,Joe,Barlow,Joe
1168,Brady Basso,669620,669620,25582,11972,*051c5*,ATH,RP,RP,Basso,Brady,Basso,Brady
1169,Anthony Bender,669622,669622,19742,11205,*0423e*,MIA,RP,RP,Bender,Anthony,Bender,Anthony
1170,Sam Long,669674,669674,25379,11220,*0421l*,KC,RP,RP,Long,Sam,Long,Sam
1171,Chris Murphy,669684,669684,26214,11710,*0514m*,BOS,SP,SP,Murphy,Chris,Murphy,Chris
1172,Braden Shewmake,669699,669699,25817,10848,*04qri*,NYY,SS,2B/SS/ 3B,Shewmake,Braden,Shewmake,Braden
1173,Josh Smith,669701,669701,26396,11441,*052ru*,TEX,SS/3B,SS/3B/ OF,Smith,Josh,Smith,Josh
1174,Jared Triolo,669707,669707,25807,11668,*05128*,PIT,2B/3B,1B/2B/ SS/3B,Triolo,Jared,Triolo,Jared
1175,Greg Weissert,669711,669711,20375,10585,*0421q*,BOS,RP,RP,Weissert,Greg,Weissert,Greg
1176,Hayden Wesneski,669713,669713,27581,11411,*0514f*,HOU,SP,SP,Wesneski,Hayden,Wesneski,Hayden
1177,Will Wilson,669717,669717,sa3009871,11104,*04yia*,CLE,SS,SS,Wilson,Will,Wilson,Will
1178,Austin Hays,669720,669720,19363,9763,*041qs*,CIN,OF,OF,Hays,Austin,Hays,Austin
1179,Davis Daniel,669721,669721,27582,11492,*04pv6*,ATL,RP,RP,Daniel,Davis,Daniel,Davis
1180,Logan Davidson,669722,669722,sa918676,10858,*04n1n*,ATH,SS,SS,Davidson,Logan,Davidson,Logan
1181,Brenan Hanifee,669724,669724,22304,11873,*041rq*,DET,RP,RP,Hanifee,Brenan,Hanifee,Brenan
1182,Chris Rodriguez,669735,669735,22310,10162,*041rr*,CHW,RP,RP,Rodriguez,Chris,Rodriguez,Chris
1183,Darick Hall,669742,669742,19717,11015,*041yc*,PIT,1B,1B,Hall,Darick,Hall,Darick
1184,Alex Call,669743,669743,19296,10520,*041qv*,WSH,OF,OF,Call,Alex,Call,Alex
1185,Ronel Blanco,669854,669854,19407,11447,*04ydi*,HOU,SP,SP,Blanco,Ronel,Blanco,Ronel
1186,Michael Toglia,669911,669911,25845,11080,*04ok3*,COL,1B,1B/OF,Toglia,Michael,Toglia,Michael
1187,Jason Alexander,669920,669920,19666,10574,*05xze*,ATH,SP,SP,Alexander,Jason,Alexander,Jason
1188,George Kirby,669923,669923,25436,10874,*04yie*,SEA,SP,SP,Kirby,George,Kirby,George
1189,Chavez Young,669945,669945,sa918963,10601,,MIL,OF,OF,Young,Chavez,Young,Chavez
1190,Jesse Scholtens,669947,669947,19205,11784,*041uv*,CHW,RP,RP,Scholtens,Jesse,Scholtens,Jesse
1191,Nicky Lopez,670032,670032,19339,10301,*041sg*,CHC,2B/SS,2B/SS,Lopez,Nicky,Lopez,Nicky
1192,Matt Festa,670036,670036,19330,10060,*041tl*,TEX,RP,RP,Festa,Matt,Festa,Matt
1193,Luke Raley,670042,670042,19354,10764,*041ts*,SEA,1B/OF,1B/OF,Raley,Luke,Raley,Luke
1194,Colin Holderman,670059,670059,22361,11469,*0429k*,PIT,RP,RP,Holderman,Colin,Holderman,Colin
1195,Wyatt Mills,670090,670090,20010,11152,,BOS,RP,RP,Mills,Wyatt,Mills,Wyatt
1196,Trenton Brooks,670092,670092,19384,12095,*0420f*,SD,1B,1B,Brooks,Trenton,Brooks,Trenton
1197,Zack Short,670097,670097,19562,10776,*0420g*,HOU,2B/SS/ 3B,2B/SS/ 3B,Short,Zack,Short,Zack
1198,Bowden Francis,670102,670102,20548,11130,*0421k*,TOR,SP,SP,Francis,Bowden,Francis,Bowden
1199,Adam Oller,670124,670124,20132,11306,,MIA,SP,SP,Oller,Adam,,
1200,Nate Mondou,670148,670148,19563,11580,,SD,2B,2B,Mondou,Nate,,
1201,Miles Mastrobuoni,670156,670156,20017,10956,*041yi*,SEA,3B,2B/SS/ 3B,Mastrobuoni,Miles,Mastrobuoni,Miles
1202,John Schreiber,670167,670167,20020,9986,*041z3*,KC,RP,RP,Schreiber,John,Schreiber,John
1203,Josh Winckowski,670174,670174,22387,11363,*041ze*,BOS,RP,RP,Winckowski,Josh,Winckowski,Josh
1204,Garrett Acton,670183,670183,27583,11759,*05ybh*,TB,RP,RP,Acton,Garrett,Acton,Garrett
1205,Matt Mervis,670223,670223,27845,11582,*05ojj*,MIA,DH,1B,Mervis,Matt,Mervis,Matt
1206,Kameron Misner,670224,670224,26374,12139,*04y9h*,TB,OF,OF,Misner,Kameron,Misner,Kameron
1207,Darius Vines,670241,670241,25928,11647,*05157*,ATL,SP,SP,Vines,Darius,Vines,Darius
1208,Matt Wallner,670242,670242,26466,11576,*04o78*,MIN,OF,OF,Wallner,Matt,Wallner,Matt
1209,Cal Stevenson,670276,670276,22411,10383,*04pug*,PHI,OF,OF,Stevenson,Cal,Stevenson,Cal
1210,David Bednar,670280,670280,19569,10681,*04aqc*,PIT,RP,RP,Bednar,David,Bednar,David
1211,Kramer Robertson,670298,670298,20022,11464,,FA,SS,SS,Robertson,Kramer,,
1212,Rico Garcia,670329,670329,20023,10678,*04rzp*,NYM,RP,RP,Garcia,Rico,Garcia,Rico
1213,Yordan Alvarez,670541,670541,19556,10367,*04355*,HOU,OF,OF,Alvarez,Yordan,Alvarez,Yordan
1214,Aaron Fossas,670579,670579,,10548,,CIN,RP,RP,Fossas,Aaron,Fossas,Aaron
1215,Isaac Paredes,670623,670623,20036,10218,*04071*,HOU,3B,1B/3B,Paredes,Isaac,Paredes,Isaac
1216,Mike Brosseau,670712,670712,19683,10641,*04ylg*,SD,3B,3B,Brosseau,Mike,Brosseau,Mike
1217,Taylor Walls,670764,670764,22458,10955,*04bpj*,TB,SS,SS,Walls,Taylor,Walls,Taylor
1218,Darren McCaughan,670766,670766,20038,11241,*04em5*,MIN,SP,SP,McCaughan,Darren,McCaughan,Darren
